trial_id,task,agent,run,prompt,api,input tokens,output,cost (usd),time,grader_count,benchmark_score,benchmark_not_applicable,percent_no_errors,percent_no_minor_errors
contour_tree_codex_run_1_prompt_1,Contour tree extraction,codex,1,1,False,329851,4185,0.1862174,73.0062,1,10,False,0.0,0.0
contour_tree_codex_run_2_prompt_1,Contour tree extraction,codex,2,1,False,773266,5145,0.324386,78.2445,1,10,False,0.0,0.0
contour_tree_codex_run_3_prompt_1,Contour tree extraction,codex,3,1,False,886086,4633,0.3845586,69.2282,1,10,False,0.0,0.0
contour_tree_claude_run_0_prompt_1_api,Contour tree extraction,claude,0,1,True,305382,3890,0.22676365000000004,140.564,1,10,False,0.0,0.0
contour_tree_claude_run_1_prompt_1_api,Contour tree extraction,claude,1,1,True,502556,4842,0.31246339999999995,152.882,1,10,False,100.0,100.0
contour_tree_claude_run_2_prompt_1_api,Contour tree extraction,claude,2,1,True,770685,5563,0.4311528,109.328,1,10,False,0.0,0.0
contour_tree_claude_run_3_prompt_1_api,Contour tree extraction,claude,3,1,True,787986,5261,0.41878934999999995,173.354,1,10,False,0.0,0.0
contour_tree_codex_run_0_prompt_1_api,Contour tree extraction,codex,0,1,True,1101875,6047,0.39616,174.008,1,10,False,100.0,100.0
contour_tree_codex_run_1_prompt_1_api,Contour tree extraction,codex,1,1,True,1029752,5271,0.384433,137.742,1,10,False,0.0,0.0
contour_tree_codex_run_2_prompt_1_api,Contour tree extraction,codex,2,1,True,1391621,7254,0.48052360000000005,173.379,1,10,False,0.0,0.0
contour_tree_codex_run_3_prompt_1_api,Contour tree extraction,codex,3,1,True,863457,3988,0.331161,134.546,1,10,False,100.0,100.0
contour_tree_claude_run_0_prompt_2,Contour tree extraction,claude,0,2,False,1681590,11776,0.8752963500000001,198.47,1,10,False,0.0,0.0
contour_tree_claude_run_1_prompt_2,Contour tree extraction,claude,1,2,False,1429126,7957,0.7370774999999999,153.252,1,10,False,0.0,0.0
contour_tree_claude_run_2_prompt_2,Contour tree extraction,claude,2,2,False,1337968,12247,0.76718665,299.041,1,10,False,0.0,0.0
contour_tree_claude_run_3_prompt_2,Contour tree extraction,claude,3,2,False,2623345,17822,1.2955912000000003,281.527,1,10,False,0.0,0.0
contour_tree_codex_run_0_prompt_2,Contour tree extraction,codex,0,2,False,1250958,8126,0.463341,152.203,1,10,False,0.0,0.0
contour_tree_codex_run_1_prompt_2,Contour tree extraction,codex,1,2,False,584536,3755,0.25515679999999996,61.7946,1,10,False,100.0,100.0
contour_tree_codex_run_2_prompt_2,Contour tree extraction,codex,2,2,False,806255,5670,0.306358,88.127,1,10,False,0.0,0.0
contour_tree_codex_run_3_prompt_2,Contour tree extraction,codex,3,2,False,819135,5311,0.3155952,94.6066,1,10,False,0.0,0.0
contour_tree_claude_run_0_prompt_2_api,Contour tree extraction,claude,0,2,True,605360,3990,0.35835715,53.6846,1,10,False,100.0,100.0
contour_tree_claude_run_1_prompt_2_api,Contour tree extraction,claude,1,2,True,547345,4121,0.314377,57.0975,1,10,False,100.0,100.0
contour_tree_claude_run_2_prompt_2_api,Contour tree extraction,claude,2,2,True,394354,3936,0.25331905,137.397,1,10,False,0.0,0.0
contour_tree_claude_run_3_prompt_2_api,Contour tree extraction,claude,3,2,True,599872,4279,0.34380579999999994,72.2807,1,10,False,0.0,0.0
contour_tree_codex_run_0_prompt_2_api,Contour tree extraction,codex,0,2,True,1418502,5729,0.5599434,239.849,1,10,False,0.0,0.0
contour_tree_codex_run_1_prompt_2_api,Contour tree extraction,codex,1,2,True,570749,2859,0.242056,91.8264,1,10,False,0.0,0.0
contour_tree_codex_run_2_prompt_2_api,Contour tree extraction,codex,2,2,True,1650984,7936,0.5129826000000001,136.612,1,10,False,0.0,0.0
contour_tree_codex_run_3_prompt_2_api,Contour tree extraction,codex,3,2,True,1673258,6629,0.5230528000000001,263.924,1,10,False,100.0,100.0
isocontours_claude_run_0_prompt_0,isocontours,claude,0,0,False,543239,6254,0.47202279999999996,81.1966,1,10,False,100.0,100.0
isocontours_claude_run_1_prompt_0,isocontours,claude,1,0,False,582647,5139,0.5046577000000001,69.6487,1,5,False,0.0,0.0
isocontours_claude_run_2_prompt_0,isocontours,claude,2,0,False,838648,6611,0.4871934,113.265,1,5,False,0.0,0.0
isocontours_claude_run_3_prompt_0,isocontours,claude,3,0,False,467975,3833,0.34626369999999995,60.1068,1,10,False,0.0,0.0
isocontours_codex_run_0_prompt_0,isocontours,codex,0,0,False,422664,4330,0.2070276,60.9678,1,5,False,0.0,0.0
isocontours_codex_run_1_prompt_0,isocontours,codex,1,0,False,439957,4425,0.2122886,72.2988,1,10,False,100.0,100.0
isocontours_codex_run_2_prompt_0,isocontours,codex,2,0,False,453892,4696,0.2139788,70.1537,1,10,False,100.0,100.0
isocontours_codex_run_3_prompt_0,isocontours,codex,3,0,False,461717,5047,0.2249596,65.4718,1,10,False,100.0,100.0
isocontours_claude_run_0_prompt_0_api,isocontours,claude,0,0,True,506508,5406,0.43556934999999997,69.6665,1,10,False,0.0,0.0
isocontours_claude_run_1_prompt_0_api,isocontours,claude,1,0,True,505019,4999,0.42935229999999996,59.4142,1,10,False,100.0,100.0
isocontours_claude_run_2_prompt_0_api,isocontours,claude,2,0,True,564891,4469,0.4401524499999999,64.2657,1,10,False,100.0,100.0
isocontours_claude_run_3_prompt_0_api,isocontours,claude,3,0,True,549025,4432,0.34777565,56.9276,1,10,False,100.0,100.0
isocontours_codex_run_0_prompt_0_api,isocontours,codex,0,0,True,281007,2470,0.16618439999999998,32.5336,1,10,False,0.0,0.0
isocontours_codex_run_1_prompt_0_api,isocontours,codex,1,0,True,337604,2984,0.1904218,47.2848,1,10,False,100.0,100.0
isocontours_codex_run_2_prompt_0_api,isocontours,codex,2,0,True,203911,2690,0.1320626,29.971,1,10,False,0.0,0.0
isocontours_codex_run_3_prompt_0_api,isocontours,codex,3,0,True,354712,2673,0.1752542,35.5902,1,10,False,100.0,100.0
isocontours_claude_run_0_prompt_1,isocontours,claude,0,1,False,418803,5437,0.2936780499999999,74.8872,1,10,False,0.0,0.0
isocontours_claude_run_1_prompt_1,isocontours,claude,1,1,False,1074235,9150,0.5938875,129.826,1,5,False,0.0,0.0
isocontours_claude_run_2_prompt_1,isocontours,claude,2,1,False,492609,6659,0.3199896,90.2531,1,10,False,0.0,0.0
isocontours_claude_run_3_prompt_1,isocontours,claude,3,1,False,1550732,9589,0.80964525,146.041,1,5,False,0.0,0.0
isocontours_codex_run_0_prompt_1,isocontours,codex,0,1,False,698856,5096,0.29051459999999996,89.5836,1,10,False,100.0,100.0
isocontours_codex_run_1_prompt_1,isocontours,codex,1,1,False,608266,4640,0.24297020000000003,77.1337,1,10,False,0.0,0.0
isocontours_codex_run_2_prompt_1,isocontours,codex,2,1,False,624418,5213,0.26806159999999996,80.0513,1,10,False,0.0,0.0
isocontours_codex_run_3_prompt_1,isocontours,codex,3,1,False,491704,5543,0.23421979999999998,68.6219,1,10,False,100.0,100.0
isocontours_claude_run_0_prompt_1_api,isocontours,claude,0,1,True,432484,5053,0.31224040000000003,74.2048,1,10,False,100.0,100.0
isocontours_claude_run_1_prompt_1_api,isocontours,claude,1,1,True,416441,4340,0.28635645,53.3712,1,10,False,100.0,100.0
isocontours_claude_run_2_prompt_1_api,isocontours,claude,2,1,True,740540,6149,0.4296975,84.0392,1,10,False,100.0,100.0
isocontours_claude_run_3_prompt_1_api,isocontours,claude,3,1,True,711211,5951,0.41624669999999997,79.2337,1,10,False,100.0,100.0
isocontours_codex_run_0_prompt_1_api,isocontours,codex,0,1,True,244538,2839,0.15426820000000002,35.2903,1,10,False,0.0,0.0
isocontours_codex_run_1_prompt_1_api,isocontours,codex,1,1,True,330609,2251,0.1707912,35.6744,1,10,False,0.0,0.0
isocontours_codex_run_2_prompt_1_api,isocontours,codex,2,1,True,336643,2790,0.191669,32.4045,1,10,False,0.0,0.0
isocontours_codex_run_3_prompt_1_api,isocontours,codex,3,1,True,473106,3229,0.2324898,30.1567,1,10,False,0.0,0.0
isocontours_claude_run_0_prompt_2,isocontours,claude,0,2,False,515447,5877,0.3248913,81.1135,1,10,False,0.0,0.0
isocontours_claude_run_1_prompt_2,isocontours,claude,1,2,False,600017,6711,0.358837,99.6353,1,10,False,0.0,0.0
isocontours_claude_run_2_prompt_2,isocontours,claude,2,2,False,530938,4730,0.32513500000000006,73.8853,1,10,False,0.0,0.0
isocontours_claude_run_3_prompt_2,isocontours,claude,3,2,False,480095,5378,0.2988538,77.6038,1,10,False,0.0,0.0
isocontours_codex_run_0_prompt_2,isocontours,codex,0,2,False,338793,4419,0.1907634,60.9388,1,10,False,0.0,0.0
isocontours_codex_run_1_prompt_2,isocontours,codex,1,2,False,332664,4275,0.1787646,58.2985,1,10,False,100.0,100.0
isocontours_codex_run_2_prompt_2,isocontours,codex,2,2,False,1134622,6744,0.415955,93.6572,1,1,False,0.0,0.0
isocontours_codex_run_3_prompt_2,isocontours,codex,3,2,False,233141,4679,0.1471948,51.7517,1,10,False,0.0,0.0
isocontours_claude_run_0_prompt_2_api,isocontours,claude,0,2,True,527711,4790,0.33807634999999997,73.7138,1,10,False,0.0,0.0
isocontours_claude_run_1_prompt_2_api,isocontours,claude,1,2,True,706668,5185,0.41602184999999997,65.3465,1,10,False,100.0,100.0
isocontours_claude_run_2_prompt_2_api,isocontours,claude,2,2,True,446901,3900,0.30636979999999997,48.6819,1,10,False,100.0,100.0
isocontours_claude_run_3_prompt_2_api,isocontours,claude,3,2,True,572917,5061,0.336604,67.5268,1,10,False,100.0,100.0
isocontours_codex_run_0_prompt_2_api,isocontours,codex,0,2,True,398270,2336,0.1948042,36.6862,1,10,False,0.0,0.0
isocontours_codex_run_1_prompt_2_api,isocontours,codex,1,2,True,412403,2709,0.2079676,46.2399,1,10,False,0.0,0.0
isocontours_codex_run_2_prompt_2_api,isocontours,codex,2,2,True,569459,4033,0.25411120000000004,49.341,1,10,False,0.0,0.0
isocontours_codex_run_3_prompt_2_api,isocontours,codex,3,2,True,560327,4170,0.255232,85.0641,1,10,False,100.0,100.0
Morse-Smale segmentation_claude_run_0_prompt_0,Morse-Smale segmentation extraction,claude,0,0,False,1328438,9450,0.6798045500000001,153.766,1,7.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_1_prompt_0,Morse-Smale segmentation extraction,claude,1,0,False,1060098,10260,0.6129466,127.127,1,5.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_2_prompt_0,Morse-Smale segmentation extraction,claude,2,0,False,8896029,39609,3.74070255,580.39,1,3.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_3_prompt_0,Morse-Smale segmentation extraction,claude,3,0,False,1180072,11348,0.6694414999999998,161.498,1,7.5,False,0.0,0.0
Morse-Smale segmentation_codex_run_0_prompt_0,Morse-Smale segmentation extraction,codex,0,0,False,978721,6462,0.35688559999999997,92.1145,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_1_prompt_0,Morse-Smale segmentation extraction,codex,1,0,False,778274,6080,0.3245602,98.4388,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_2_prompt_0,Morse-Smale segmentation extraction,codex,2,0,False,1079569,6652,0.4010342,88.1344,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_3_prompt_0,Morse-Smale segmentation extraction,codex,3,0,False,562742,4792,0.24887440000000002,65.4129,1,9,False,0.0,0.0
Morse-Smale segmentation_claude_run_0_prompt_0_api,Morse-Smale segmentation extraction,claude,0,0,True,500369,4078,0.32695684999999997,52.2377,1,10,False,100.0,100.0
Morse-Smale segmentation_claude_run_1_prompt_0_api,Morse-Smale segmentation extraction,claude,1,0,True,446769,3643,0.29891115,49.2549,1,10,False,0.0,0.0
Morse-Smale segmentation_claude_run_2_prompt_0_api,Morse-Smale segmentation extraction,claude,2,0,True,528727,4248,0.30648324999999993,50.3781,1,10,False,100.0,100.0
Morse-Smale segmentation_claude_run_3_prompt_0_api,Morse-Smale segmentation extraction,claude,3,0,True,355627,3747,0.24449815000000003,51.5879,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_0_prompt_0_api,Morse-Smale segmentation extraction,codex,0,0,True,291023,3125,0.1631938,41.071,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_1_prompt_0_api,Morse-Smale segmentation extraction,codex,1,0,True,293860,2751,0.16719679999999998,36.0664,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_2_prompt_0_api,Morse-Smale segmentation extraction,codex,2,0,True,266745,2508,0.1483476,37.3086,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_3_prompt_0_api,Morse-Smale segmentation extraction,codex,3,0,True,263002,2063,0.1370084,32.2412,1,10,False,100.0,100.0
Morse-Smale segmentation_claude_run_0_prompt_1,Morse-Smale segmentation extraction,claude,0,1,False,885541,6824,0.47724435,95.8435,1,7.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_1_prompt_1,Morse-Smale segmentation extraction,claude,1,1,False,1781193,9555,0.8692445000000001,156.742,1,7.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_2_prompt_1,Morse-Smale segmentation extraction,claude,2,1,False,2205552,14529,1.09629185,210.252,1,7.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_3_prompt_1,Morse-Smale segmentation extraction,claude,3,1,False,1445576,10897,0.7766004,144.712,1,7.5,False,0.0,0.0
Morse-Smale segmentation_codex_run_0_prompt_1,Morse-Smale segmentation extraction,codex,0,1,False,1635431,11987,0.577429,161.207,1,7.5,False,0.0,0.0
Morse-Smale segmentation_codex_run_1_prompt_1,Morse-Smale segmentation extraction,codex,1,1,False,463497,3961,0.20544179999999998,61.7917,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_2_prompt_1,Morse-Smale segmentation extraction,codex,2,1,False,732926,6993,0.305563,94.671,1,7.5,False,0.0,0.0
Morse-Smale segmentation_codex_run_3_prompt_1,Morse-Smale segmentation extraction,codex,3,1,False,773925,5059,0.2988672,66.1124,1,9,False,0.0,0.0
Morse-Smale segmentation_claude_run_0_prompt_1_api,Morse-Smale segmentation extraction,claude,0,1,True,409168,4051,0.27311615,48.8534,1,10,False,0.0,0.0
Morse-Smale segmentation_claude_run_1_prompt_1_api,Morse-Smale segmentation extraction,claude,1,1,True,355626,3543,0.23737919999999996,44.0988,1,10,False,0.0,0.0
Morse-Smale segmentation_claude_run_2_prompt_1_api,Morse-Smale segmentation extraction,claude,2,1,True,444160,4256,0.28069530000000004,49.8447,1,10,False,0.0,0.0
Morse-Smale segmentation_claude_run_3_prompt_1_api,Morse-Smale segmentation extraction,claude,3,1,True,461392,4076,0.29428529999999997,51.4979,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_0_prompt_1_api,Morse-Smale segmentation extraction,codex,0,1,True,258659,3150,0.152944,36.7808,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_1_prompt_1_api,Morse-Smale segmentation extraction,codex,1,1,True,349367,3037,0.183937,34.5939,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_2_prompt_1_api,Morse-Smale segmentation extraction,codex,2,1,True,562438,4148,0.2563748,47.6533,1,10,False,100.0,100.0
Morse-Smale segmentation_codex_run_3_prompt_1_api,Morse-Smale segmentation extraction,codex,3,1,True,373807,3296,0.1878938,38.8462,1,10,False,100.0,100.0
Morse-Smale segmentation_claude_run_0_prompt_2,Morse-Smale segmentation extraction,claude,0,2,False,1672567,10769,0.9128655,160.188,1,5.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_1_prompt_2,Morse-Smale segmentation extraction,claude,1,2,False,879173,8928,0.5160270499999999,117.364,1,7.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_2_prompt_2,Morse-Smale segmentation extraction,claude,2,2,False,4483834,22562,1.9778406000000002,346.952,1,3.5,False,0.0,0.0
Morse-Smale segmentation_claude_run_3_prompt_2,Morse-Smale segmentation extraction,claude,3,2,False,2024978,14751,1.0411847499999998,207.647,1,7.5,False,0.0,0.0
Morse-Smale segmentation_codex_run_0_prompt_2,Morse-Smale segmentation extraction,codex,0,2,False,575394,5686,0.2596992,78.414,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_1_prompt_2,Morse-Smale segmentation extraction,codex,1,2,False,307486,3853,0.181463,57.0195,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_2_prompt_2,Morse-Smale segmentation extraction,codex,2,2,False,351352,4417,0.1806962,58.0961,1,9,False,0.0,0.0
Morse-Smale segmentation_codex_run_3_prompt_2,Morse-Smale segmentation extraction,codex,3,2,False,429847,5178,0.21384140000000001,64.7,1,9,False,0.0,0.0
Morse-Smale segmentation_claude_run_0_prompt_2_api,Morse-Smale segmentation extraction,claude,0,2,True,501888,3973,0.3207468,58.1233,1,10,False,0.0,0.0
